customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,review_headline,review_body
26013423,R3D4GCFS7MM5FX,B002EP9OUG,203837749,"Gigi Brazilian Waxing Kit, 14 Ounce",Beauty,3.0,0.0,0.0,Good kit,This is a really nice kit and I love all the stuff that came with it but I was disappointed in how the wax worked. It didn't do the job the way I hoped it would
18239440,R2814HUB8QSAZL,B00DF55H5K,904061662,Jagazi C Clamp. Jagazi Brand Mannequin / Canvas Head Holder. C Clamp. Universal Wig Block Stand,Beauty,5.0,1.0,2.0,like back in school,"Good quality, basic and as expected"
46045024,R3FYC4FGJZFCYZ,B005ERF680,932163813,ORGANIC TAMANU OIL,Beauty,5.0,1.0,1.0,Complexion Booster!,My sister uses this oil to boost up her complexion and it worked fantastic lightening up her skin! Her skin was rejuvenated and it improved her large pores as well. The first bottle lasted much longer than I expected. Now she is with the 2nd bottle now! Great product!
11575421,R2E70SA7ZXZVH5,B0014ZWHZ6,106779994,"L'Oreal  Collagen Filler Eye Illuminator Targeted Eye Treatment,  0.5-Ounce Tube",Beauty,3.0,0.0,1.0,collagen filler eye,I like that it diminishes my black circle under the eye. It gives a nice refresh look to my eyes specially in the morning
29994312,R22CJJDAQV8H3U,B000ULRFC0,977137023,Annemarie Borlind Hydro Balance Combination Skin Light Day Essence Facial Cream,Beauty,5.0,0.0,0.0,work great on dry skin or if sensitive to smells goes a long way for such small tube,may seem a little costly but last a year even using it everyday a must have never greasy definite recomend
48208778,R15RQEKU7JTQ3F,B002HWS4R0,815813490,"Clio Designs Palmperfect Electric Shaver in Patterns, Color and Pattern may vary",Beauty,5.0,0.0,0.0,great for the first time shaver or elderly..,great for the first time shaver.. i taught my daughter to shave her legs for the first time with this razor
3870081,RXG2GE1VMHDDB,B00D1AYA6Q,368671463,Andis Barber Combo-Powerful Clipper and Trimmer Combo Kit,Beauty,5.0,0.0,0.0,Five Stars,I really love them they work really good
11793043,RI3BIKFXERR2L,B000MI85FC,564796532,Liquid Push Down Alcohol Dispenser- Clear Bottle- Labeled - 9 Oz Bottle by Tech-Med,Beauty,5.0,0.0,0.0,Easy to use,Brought this to put in nail polish remover - overall works great.  My daughter loves it and the best part is no spills
45723818,R2AYCLTBK6MIGZ,B003ZS4WJY,449794560,Ardell Fashion Lashes Pair - 110 Demi Lashes,Beauty,5.0,2.0,2.0,long lasting,These are by far my favorite lashes to wear on a daily basis. They are on the full side so be careful if you are just looking for length. I have smaller features so I needed to cut the lashes as well as make them shorter for it to look natural but full. They are comfortable to wear and last me at least 3 weeks per pair if they are treated right
50722629,R3BVNCDNDDIS28,B000V70MWS,109444662,"Lanolin, Anhydrous Lanolin Pharmaceutical Grade",Beauty,5.0,1.0,1.0,This Delivers!,"In the winter, as I have aged, the skin on my heels just won't stay hydrated , and will split and crack and can be painful.Over the years, I have tried many creams- and a few were sort of OK - but none really worked well enough to buy again- or keep my heels from cracking. Nothing seemed to have results that even lasted 24 hrs.Then I read a couple of these recommendations for the Australian Golden Lanolin, and figured I try it ( it's very affordable and has no odor ).Wow - It delivered right away.!It's pretty greasy, so a little bit goes a long way.  I have to put socks on for at least a half hour after I rub it into my feet though, as that's about how long it takes to penetrate ( and I don't want to stain my couch by putting my feet up too soon.. )And as an extra bonus, it's really done wonders for my hands by just doing my feet.I highly recommend this for dry cracked feet!"
17355638,R19B7YS2FQA33G,B00ELQQKDU,500182427,Ecotools Train Case / Cosmetic Bag By Alicia Silverstone / Body Care / Beauty Care,Beauty,3.0,1.0,1.0,Three Stars,"Did not meet expectations.  Does not have hard sides, so is too floppy and things fall out when open"
7331101,R28YG0J0K379U2,B00BCN83Z8,349046063,Bath and Body Works Dark Kiss Triple Moisture Body Cream by Jubujub,Beauty,4.0,0.0,0.0,Four Stars,"Very satisfied with delivery and the product,"
15200042,R3VKWEQTUPLZ44,B002OSEMYG,196583584,"Natureful Hyaluronic Acid Serum with Vitamin C 100 % Pure Beauty Anti Aging Skin Care Cream & Moisturizer Treatment for Your Face Quality Topical Facial Solution with Vitamin C & E, 1 oz",Beauty,5.0,0.0,0.0,Silky but not greasy,"Love the way it makes my skin feel, silky without feeling greasy. Only downfall is I wish the packaging contained more of the product itself"
25405366,RKE9DIQMLUFTD,B0009RWRB4,884148826,Panasonic ER206K Beard/moustache Trimmer,Beauty,4.0,0.0,0.0,beard pleaser,"I've only had it for a short time, but very pleased so far. design and material used in fabricating the clipper is first rate"
12250474,R3HFULNGSM5ZZS,B003NTR2YW,199818297,"Revlon Luxurious Color Satin Eye Shadow, Polished Bronze, 0.08 Ounce",Beauty,1.0,0.0,0.0,Too Glittery,Too glittery. Glitter falls everywhere and it's hard to get off.I had glitter where I didnt want it. I order it by accident thought about returning it then decided to try it
1327243,R1VN6K53VS9ID7,B0058S2BEW,232544978,Victoria's Secret Fantasies Mango Temptation Body Mist 8.4 oz (New Look),Beauty,5.0,0.0,0.0,Five Stars,excelente
2111248,R1COAXQDUBE22Y,B009Q1YPV4,819735321,"e.l.f. Baked Eyeshadow Palette, California",Beauty,1.0,0.0,0.0,Will not purchase again,Price was decent but the shadow itself.  Well lets say not to good. I apply some to my brush and all that apply s  is glitter absolutely no color
17188563,R3D1U1VWVVY792,B00H53ERMM,294256010,Pastel Yellow Satin Feel Medium Sized Hair Scrunchie Bobble Elastic Hair Band,Beauty,5.0,0.0,0.0,Beautiful!,Beautiful and full! Doesn't pull hair
34523127,RAQVIJ8E57FJ7,B006J44ICC,249524036,Nail Art 12 empty box container transparent Storage Craft Tool Box(US) by Uniqstore,Beauty,5.0,0.0,0.0,Great containers,Perfect containers for lip balm. These pots are the perfect size to showcase your balm and looks very durable. Love them
32331496,R7JOAZ0EQM2PA,B000MNMYDG,75248071,"The Body Shop Brazil Nut Define & No-Frizz, 3.3-Fluid Ounce",Beauty,5.0,2.0,2.0,Away with dry fly away hair!!!!!,"It really works! I have gray hair that has a tendency towards dryness.... And the dryness adds to the flyaway look..My daughter turned me on to this product ... A little dab will do yah! Truely..... It improves the condition of your hair... Even with the first apication, I noticed an instant improvement in dryness ... It is not a greasy item.... And the scent is pleasant but not overpowering...This is a 5 star product for sure...!!! You will not be disappointed... It awesome on other types of hair as well!"
16727186,R3UY8EPOOJZ41Q,B004D2DQ6G,984834265,"Aveeno Living Color, Color Preserving Shine Glaze, 4 Fl Oz. (Pack of 2)",Beauty,5.0,0.0,0.0,Works Great!!!!!!!!!!!,Works Great!!!!!!!!!!!  Hair looks amazing!
32510429,RMDN04BLOLUXN,B00OT4DGG8,587658825,US Seller! Brithday Gift! Brand New 30 Mulit Color Cold Smoked Warmer Glitter Shimmer Pearl Loose Eyeshadow Pigments Mineral Eye Shadow Dust Powder Makeup Party Cosmetic Set by WindMax,Beauty,2.0,1.0,4.0,help,"I think I love them, but I'm not sure how to open them"
38191429,R230YA86DITA4H,B0081JE0VM,66610239,Trilogy Rosehip Oil Antioxidant+ 30 ml,Beauty,5.0,0.0,0.0,Five Stars,Great
21396536,R2KEPDPJS0IWU2,B002H6WTAY,322928535,Mascara Natural Black Onyx By Zuzu,Beauty,5.0,0.0,0.0,Five Stars,"I love it,, still used it, No irritatation on my eyes! That was my problm with other brands"
22161290,RHL36AFJGUB0Z,B002CLH5MG,616199876,Merkur-Razor Merkur Safety Razor 39c Chrome,Beauty,5.0,0.0,0.0,This is truly a great DE slant razor,This is truly a great DE slant razor. I get that close and smooth barbershop shave sought after. Anyone who is a true beginner to the wet shave process should try a less aggressive razor. There is a technique to the wet shave process and this razor performs great! I recommend this product
34033255,RCCR868MKUZ3X,B003Q8Y41O,911205003,"Sally Hansen 14 Day Nail Shield, Sheer Nude, 16 Count",Beauty,5.0,0.0,0.0,great for helping brittle nails,"I found these @ local rite aide - went back for more, they no longer carried them. Was thrilled to find these online and  I ordered  a lot of them. They are great  to use with thin, brittle nails. really work well"
337925,R399UZKX2WN578,B00MTERP9E,744626819,EWIN(R) 1PCS Crimper Crimping Wave Waver Hair Ion Real Hair Curling Curler,Beauty,1.0,0.0,0.0,One Star,It does not work
23127471,RVRI228TOKX22,B0060PAYVE,400808742,Nail Tattoo Sticker Butterfly - pink,Beauty,3.0,0.0,0.0,Nail Tattoo Sticke Butterfly,The Nail Tattoo Sticker wasn't as easy as I thought they would be to apply. Some of the designs tore when I tried to remove them from the paper.  Very sticky.  Once you get the design off it;s not bad
50611218,RRC68AXD8J364,B00PUYEQLA,593493887,"Peptide Complex Serum - BEST Anti Aging Serum - Anti Wrinkle Skin Care - Advanced Delivery - Facial Skin Care - Natural & Organic - Plump, Smooth and Even Skin - For Collagen Production & Optimal Skin Health - Amazing Guarantee 1oz",Beauty,5.0,0.0,0.0,"So far, so good!","I just started using the serum so I was post an updated review with prolonged use but so far, great! I have used high dollar serums that left my skin feeling like there was a film or sticky feeling after, but not with Peptide! In a week's time I noticed the redness in my skin was visibly less noticeable. It shows promising results!"
45230325,R29A7QZZEOR2Z9,B00HYBAV4I,67358431,PFB Vanish,Beauty,5.0,0.0,0.0,Excellent Product!,"I have had nasty ingrown hairs for several years.  It took a couple of weeks, but PFB Vanish finally got some of big old ones to pop out and ""vanish,"" and it is lightening up scars from others.  I have seen no other ingrown hairs coming in, and the stuff feels good going on.  I don't know why nobody thought of this before, or why I can't buy it in my local pharmacy, but I don't care"
41316397,REVY5BR1AOC97,B00194Q7BC,149336431,Malibu Wellness Making Water Well Kit Hair Care Product Sets,Beauty,5.0,0.0,0.0,the best!,"i have horrible well water and i've tried lots of clarifying shampoos and this product by far is the best! it gets all the nasty mineral residue out and leaves my hair the softest and shinest it's ever been! hands down best product for its price. i do have to say though when i put the shampoo straight into my wet hair it didnt lather very well, but the next time i used alil of my old shampoo to help it lather and then the malibu shampoo, so there problem solved! love it!"
40486625,R1WGFZ1ZQQ4TGC,B008B4TIPA,167012834,"Remington T Studio Pearl Ceramic Professional Styling Elliptical Wand, Large, Pink",Beauty,5.0,0.0,0.0,Great more natural-looking curl/wave,"Great iron. Just what I expected. A friend of mine let me borrow this product, and I was instantly impressed. Glad I purchased one for myself.The width and shape of the iron makes for a more loose, natural look. Since being pregnant, I've lost a bit of my natural curls and this iron creates a curl similar to my lost locks. I have never been able to use a straightener to properly curl my hair, but this product is as close to the straightener-curl-look as possible. It curls quickly and efficiently. It stays with a bit of hair spray (post-curl) or hot spray (pre-curl). It does get very hot, but it comes with a glove to protect your hand. To me, the glove is a bit cumbersome, so I don't use it. Consequently, I burn myself a lot. That's more of a reflection of the user than the product, though. I suggest using the glove if you are accident-prone like myself. Overall, I highly recommend this product to someone who is looking for thicker, looser, more natural curls"
37515818,R1JS63KC900X3Z,B0061WGC62,121788615,Humphrey's Homeopathic Remedy Witch Hazel Cleansing Pads -- 60 Pads,Beauty,5.0,0.0,0.0,nice,works well for quick wipe
11634752,R2XGJXQ5TGHWOF,B003HFFRFI,319299870,"Elizabeth Arden Eau De Toilette Spray for Women, Green Tea Lavender, 3.3 Ounce",Beauty,5.0,7.0,7.0,love it,"I love lavender, and it is a hard scent to find, sure you can find vanilla, berry, jasmine, ect. but lavender....not so much. I have to warn you it is a bit strong when first applied but mellows very nicely and lasts, so use sparingly a little goes a long way. I will reorder when I run short"
11461118,R1ATSYSMY8IQ4G,B00A3LHIO2,164915599,"Hair Removal Waxing Kit Men + Women, All Natural | BodyHonee (10 Oz)",Beauty,1.0,0.0,1.0,if you got it to hot it was useless..,"didn't spread if not hot enough, if you got it to hot it was useless.....and came like completely stuck shut"
45356430,RTX61CYTWQV0F,B000F6NXJY,881386600,"L'Oreal Paris Double Extend Waterproof Mascara, 0.33 Ounces",Beauty,1.0,1.0,2.0,Very Dissappointed,They all came dried out!!!!  They are my favorite brand and I love the ones I bought originally at the drug store.  The ones you sent me were not able to be used!!
11164165,R3JDA8AYHT7PEI,B0092MCO88,54650467,Laila Ali Ionic Soft Bonnet Dryer,Beauty,4.0,0.0,0.0,for grandma,My mother got this for my grandmother and as far as we know my grandmother uses it instead of a handheld dryer every time she puts curlers in
45357241,RWQ90NODO5FSZ,B003QA8XFK,790401492,"SHANY Jet Black Professional Rolling Makeup Case Premium Collection, Slim Design, 12 Pounds",Beauty,5.0,0.0,0.0,VERY HIGH QUALITY,This case is super sturdy and makes anyone look like a true professional!! The quality is amazing and is perfect for traveling. I would def recommend this to anyone looking for a travel friendly case!!
14993875,R1A5OI7JW5IR40,B000EZYKTS,574938576,Braun 5270 Xelle Silk-Epil Epilator Model: 5395,Beauty,5.0,0.0,0.0,So much better than the old ones!!,This Braun epilator is a great improvement from those I owned in the past. This doesn't hurt as much and is very effective in removing even the short hairs. Light weight and is great for traveling as well. Highly recommended! :
1200733,R3C4YJ41I1KQLJ,B00Q5T6AQS,722792317,Mokingtop Heavy Duty Impact Hard Case Bracket Stand Cover for Motorola Moto G Xt1032 Xt1031,Beauty,5.0,0.0,0.0,"Bought for my 6 year old son, it's his ...","Bought for my 6 year old son, it's his school colors. He loves it, buttons are kind of stiff to push, but nothing a 6 yr old can't handle"
12818705,R38VL4I13G5WFZ,B00641UCY8,410044503,"As I Am Coconut CoWash Cleansing Conditioner, 16 Ounces",Beauty,3.0,4.0,4.0,Drying for me but may not be drying for you....,"I am on the fence with this product as I think it dried my hair out more than offering the moistue of a cowash that I was looking for for my 4b/4c hair.In the interim, I have found that doing a prepoo with a mixture I put together to include 2 ounces of Kinky Kurly leave in conditioner, with 6 ounces of water, 2 ounces of almond oil, 14 drops of lavendar and rosemary and 5 drops of peppermint oils that I put into my hair....not all 8 ounces....and cover with a plastic cap for half hour then cowash with Pantene cowash and my hair likes it. I am no natural hair guru but this is something new I have tried weekly and it seems to offer the moisture I have been missing the last 2 years I have been natural"
21522247,R12CN27GAQ8VY5,B005EM6N2I,31583021,Keranique Hair Regrowth Treatment,Beauty,4.0,2.0,5.0,I started using it about 3 weeks ago and I ...,I started using it about 3 weeks ago and I notice that my part is a bit thinner but haven't used it long enough to give a more accurate review
31223071,RLAZNGU5TGBYJ,B002VDY0S2,167600758,Mally Beauty Eyecolor Shadow Stick .06 oz (1.6 g),Beauty,5.0,1.0,1.0,Best Eye shadow EVER,When mally said this was bullet proof 30 seconds after you put it on SHE WAS RIGHT.Its wonderful and stays on all day.I love it
19976554,R1XJVYN02C1BVD,B00M4IVB4U,787556455,"Marc Jacobs Eau de Toilette Spray, Daisy Dream 3.4 Ounce",Beauty,5.0,1.0,1.0,Five Stars,Excellent product and seller. Highly recommended
24317942,R2EURXDDDX8FU5,B00AI2ABE0,272562422,ADIDAS FAIR PLAY by Adidas EDT SPRAY 3.4 OZ (DEVELOPED WITH ATHLETES),Beauty,4.0,0.0,0.0,Good,Had already used it. Good but lasts very little. Can't ask more for the price. Just use it for going to the gym or a quick errand instead of using an expensive one
17081552,R1FGPTI0XGIZUJ,B002GCKWHQ,698501984,Ken Paves Clip-In Bang Hair Extension 1 piece,Beauty,3.0,0.0,0.0,Cute,Not what I expected but managed to change my looks each time. Watch out for the color. I thought it was darker
27184185,R2WM048VKUNAOL,B001E6SD4Y,247891632,"Schick ST Disposable Razors with Aloe for Women, 12 Count Package",Beauty,1.0,1.0,1.0,One Star,"Cheap, one use and done"
38438016,R1J8LT998XYGMQ,B00CPUXKWI,114984597,Crest 3D White Whitestrips - Professional Effects with Advanced Seal Whitening Treatment,Beauty,5.0,0.0,0.0,Astoundingly Pleased.,"The whitestrips worked beyond my expectations.  My embarrassingly yellow teeth are now: ivory white.  The color of the whites of my eyes.  I am very happy with the results.I researched several .edu sites and learned that the active ingredients in whiteners used by dentists are exactly used by all the Crest whitestrips: peroxide.  (Some dentists also use one other alternative ingredient or both together.)  These sites warned that the active ingredient should not be more than 12% by volume.  Crest, on the phone, confirmed that their strongest formula does not exceed 11%.I chose this formula because I was leery of the ""sensitivity"" of the strongest Crest whitestrip formula.  ""Sensitiviity"" means pain.  This formula, and one other were Crest's second-strongest.  They contain the superior adhesive.My reading confirmed that peroxide does NOT harm enamel, and the ""senstivity"" it causes is temporary and harmless.  (By the way, these .edu sites confirmed that whitening toothpastes DO harm enamel.)I followed suggestions on Amazon and elsewhere.  I had my teeth professional cleaned before I began.  Then waited 2 weeks.  I followed the package directions scrupulously, EXCEPT - I kept the strips on for an hour (rather than 30 minutes).  As the strongest formulas required one hour -- I figured this was safe.The strips are easy to place, wear, and remove.  They were barely apparent, and barely affected my speech.  There was minimal ""sensitivity"" for me.  The strips do NOT extend to the back teeth, but I am nevertheless happy with the overall results.  (But Crest, yes, I would prefer to include my back teeth.)The instructions say one can repeat the process twice a year.  I will.  My dentist would have charged $500.  Crest, thanks"
11119508,R27ZEB3AHE8VNW,B00ADXRF7A,318235534,Murad Acne Complex Kit,Beauty,1.0,0.0,0.0,Broke out so bad using this product.,"I expected my skin to break out more and ""purge"" when I first started using this, but after continuing to use this for a few months with no progress, I had to stop.  My skin never looked so horrible"
24739981,R3HWJTIFZC8F06,B000OZL80C,366052704,Medimix Ayurvedic Soap 4.4oz Large (Case of 12) by Trifing,Beauty,5.0,1.0,1.0,Best Soap in the World!,This is is best soap I've ever used.  i used to stock up whenever I went to india.  It works best if you lather and leave the soap for a minute before rinsing.  Very soothing
3282900,R2QJDOKV5IQMRO,B00EDR5NNU,315705019,"Perfect Life Ideas Wet and Dry Ear Nose Hair Trimmer - Water Resistant Cordless Hair Remover, Cutter, Clipper for Removal of Ear Nose Eyebrows Facial Bikini Line Hair.",Beauty,1.0,1.0,1.0,Awful,"It stop working after using it only twice, it would not come back on"
821954,R13PH4G3HUJOLE,B004Y9GV60,104841595,Maybelline New York Expert Wear Eyeshadow Trios,Beauty,5.0,0.0,0.0,Five Stars,Good
16699330,R1V4JY48KQXOA,B00N271EIK,964775640,RockStar Wigs Pink Wig Farrah Dreamer Pink Cosplay Hair,Beauty,5.0,0.0,0.0,Great Shape & Color,"High-quality, fits well, great shape & color.I wish the wig cap was a bit larger, as it doesn't cover my entire hairline, but overall, great wig"
22705538,R117PMNTEM368Y,B005JA0ORK,661622385,Colorescience Pro Sunforgettable Mineral Powder Brush SPF 30 Shimmer 0.21 oz.,Beauty,5.0,0.0,0.0,Best Protection,"This is the best sunblock on the market.  I don't like putting lotions on the skin.  If you select the right color for your skin, it doesn't show.  And it gives great sun protection!  It is also sold in dermatology clinics for about the same price.  It can be applied after putting other (lotion) sun block on, if you prefer.  Just let the lotion dry first"
46241965,R3JAIBE502Y7HW,B00IYBQ4DE,318184402,Kappus Soaps Glycerin Hand & Body Soap Lilac 4.2 oz. oval cello-wrapped (a),Beauty,5.0,0.0,0.0,Great Soap For Bath or Shower,"Have not tried this Kappus soap yet but from our experience with Kappus soaps, I am sure we will love it as well.About three years ago, we bought a bar of Kappus soap. We liked it but could not find more of it locally. We checked Amazon and ordered several bars via Amazon. This order was to replace some of that original Kappus order. These soaps smell nice, suds easy, and rinse off well. Highly recommend all the Kappus soaps we have tried"
21027040,R1NVSVNBV23ZU3,B0083KYVMC,811263067,"Plant Therapy Carrot Seed Essential Oil. 100% Pure, Undiluted, Therapeutic Grade. 10 ml (1/3 oz).",Beauty,5.0,0.0,0.0,Five Stars,One of my favorite essential oils for aging skin!
37541819,R3MRXHFI8BH1PM,B007ROD0SG,977341904,Salon Sundry - Combination Towel Warmer Cabinet and UV Sterilizer - Dual Chamber,Beauty,4.0,5.0,5.0,Hot Towel Cabbie,"This is very spacious, light weight and works well. It does have a new smell to it that does transfer to the towels, which I expect will disipate over time"
42413652,R21KSVGB0DL453,B005IPEKPI,917393921,Garnier Nutritioniste Nutri-pure Microbead Cream Scrub Oil-free Facial Scrubs. Pack of 5 1 Fl Oz Each. Total of 5 Oz,Beauty,5.0,0.0,0.0,beautiful skin,This product leave your skin feeling soft and smooth.  I bought this product because I enjoyed how it leaves my skin.  I will recommend to everyone
49434572,R1KRH8GR1FHWKL,B000MU3M26,126868719,jerome russell Hair Color Thickener for Thinning Hair,Beauty,4.0,0.0,0.0,hair cover,This product is for thinning hair and does a very good job covering thin spots.  Take care as overspray is very difficult to remove
36792303,R1V9REUB9NDG1W,B004RVXAHS,530654808,Mineral From The Dead Sea Derma Repair ACNECLEAR Antioxidant Lotion 11. oz / 330 ml,Beauty,5.0,1.0,3.0,Mineral from the dead sea derma repair acneclear review,"I have been using this product for months now. I use it nightly on my thighs and upper arms and within a few days, my acne is gone. I know it works because as soon as I stop using it, the acne comes back"
28773736,R3CUEWLEN6F9A0,B0002ZZX82,941818417,"Wahl Clipper Attachment #12 Nylon 1-1/2""",Beauty,4.0,0.0,0.0,Four Stars,"Not as sturdy as shorter guides, but still functional"
1704771,R3VQKNKC0OWT9,B006JZ46KU,109734007,"Suave Professionals Keratin Infusion Heat Defense Leave In Conditioner, 5.1 Ounce",Beauty,5.0,0.0,0.0,This is great for getting the tangles out of my daughters long ...,This is great for getting the tangles out of my daughters long hair. She washes it at night. I put this in before it dries. The next day no tangles. She has fine straight hair
35906575,R1ACDQBVIB9ZDC,B008VSY4LO,216293252,"niceEshop(TM) Mini Rhinestones Cosmetic Nail Art Dust Remover Face Brush,Pink&White",Beauty,3.0,0.0,0.0,Three Stars,"the brush is mucher smaller than i expected, but its cute"
26259514,R1Z5C6T2JK11CY,B00SZQXMNS,885580343,B00SZQXMNS,Beauty,1.0,0.0,0.0,Is it made for men?,This is way to big.  It doesn't even stay on my gf
